player,0,1,1,PC,0,0,0
player,0,1,0,PC,0,1,1
player,0,1,1,PC,0,2,2
player,0,2,1,PC,0,2,0
player,0,3,2,PC,0,2,1
player,0,4,0,PC,0,2,2
player,0,4,1,PC,0,3,2
player,0,5,0,PC,0,3,2
player,0,5,0,PC,0,4,1
player,0,5,2,PC,0,5,0
player,0,5,1,PC,0,6,2
player,0,6,1,PC,0,6,0
player,0,6,1,PC,0,7,2
player,0,6,2,PC,0,8,0
player,0,6,1,PC,0,9,2
player,0,6,0,PC,0,10,1
player,0,6,0,PC,0,11,1
player,0,6,2,PC,0,12,0
player,0,6,1,PC,0,13,2
player,0,7,0,PC,0,13,2
player,0,7,2,PC,0,14,0
player,0,7,1,PC,0,15,2
player,0,7,1,PC,0,16,2
player,0,8,2,PC,0,16,1
player,0,8,0,PC,0,17,1
player,0,9,1,PC,0,17,0
player,0,9,1,PC,0,18,2
player,0,10,2,PC,0,18,1
player,0,11,2,PC,0,18,1
player,0,11,2,PC,0,19,0
player,0,11,0,PC,0,20,1
player,0,12,0,PC,0,20,2
player,0,12,0,PC,0,21,1
player,0,12,1,PC,0,22,2
player,0,12,1,PC,0,23,2
player,0,12,1,PC,0,24,2
player,0,12,2,PC,0,25,0
player,0,13,1,PC,0,25,0
player,0,13,1,PC,0,26,2
player,0,13,1,PC,0,27,2
player,0,14,2,PC,0,27,1
player,0,14,1,PC,0,28,2
player,0,14,0,PC,0,29,1
player,0,15,2,PC,0,29,1
player,0,15,2,PC,0,30,0
player,0,15,0,PC,0,31,1
player,0,16,2,PC,0,31,1
player,0,17,1,PC,0,31,0
player,0,17,1,PC,0,32,2
player,0,17,1,PC,0,33,2
player,0,17,0,PC,0,34,1
player,0,18,1,PC,0,34,0
player,0,18,0,PC,0,35,1
player,0,19,0,PC,0,35,2
player,0,19,2,PC,0,36,0
player,0,19,0,PC,0,37,1
player,0,19,0,PC,0,38,1
player,0,19,2,PC,0,39,0
player,0,19,0,PC,0,40,1
player,0,19,2,PC,0,41,0
player,0,19,2,PC,0,42,0
player,0,19,2,PC,0,43,0
player,0,19,0,PC,0,44,1
player,0,19,0,PC,0,45,1
player,0,19,0,PC,0,46,1
player,0,20,0,PC,0,46,2
player,0,20,1,PC,0,47,2
player,0,20,2,PC,0,48,0
player,0,20,2,PC,0,49,0
player,0,20,2,PC,0,50,0
player,0,20,2,PC,0,51,0
player,0,20,1,PC,0,52,2
player,0,20,2,PC,0,53,0
player,0,21,2,PC,0,53,1
player,0,22,1,PC,0,53,0
player,0,22,2,PC,0,54,0
player,0,23,2,PC,0,54,1
player,0,23,1,PC,0,55,2
player,0,24,0,PC,0,55,2
player,0,24,2,PC,0,56,0
player,0,25,2,PC,0,56,1
player,0,25,0,PC,0,57,1
player,0,25,1,PC,0,58,2
player,0,25,1,PC,0,59,2
player,0,25,1,PC,0,60,2
player,0,25,1,PC,0,61,2
player,0,26,2,PC,0,61,1
player,0,26,1,PC,0,62,2
player,0,26,1,PC,0,63,2
player,0,26,2,PC,0,64,0
player,0,26,2,PC,0,65,0
player,0,27,2,PC,0,65,1
player,0,28,0,PC,0,65,2
player,0,28,1,PC,0,66,2
player,0,29,0,PC,0,66,2
player,0,30,1,PC,0,66,0
player,0,31,0,PC,0,66,2
player,0,31,1,PC,0,67,2
player,0,32,2,PC,0,67,1
player,0,32,0,PC,0,68,1
player,0,33,1,PC,0,68,0
player,0,33,1,PC,0,69,2
player,0,33,0,PC,0,70,1
player,0,34,1,PC,0,70,0
player,0,35,0,PC,0,70,2
player,0,35,2,PC,0,71,0
player,0,36,1,PC,0,71,0
player,0,36,2,PC,0,72,0
player,0,36,2,PC,0,73,0
player,0,36,1,PC,0,74,2
player,0,36,1,PC,0,75,2
player,0,36,0,PC,0,76,1
player,0,36,0,PC,0,77,1
player,0,37,0,PC,0,77,2
player,0,37,1,PC,0,78,2
player,0,37,2,PC,0,79,0
player,0,37,2,PC,0,80,0
player,0,37,0,PC,0,81,1
player,0,37,1,PC,0,82,2
player,0,38,1,PC,0,82,0
player,0,38,1,PC,0,83,2
player,0,38,2,PC,0,84,0
player,0,38,1,PC,0,85,2
player,0,38,0,PC,0,86,1
player,0,38,2,PC,0,87,0
player,0,38,0,PC,0,88,1
player,0,39,2,PC,0,88,1
player,0,39,0,PC,0,89,1
player,0,39,1,PC,0,90,2
player,0,40,0,PC,0,90,2
player,0,40,1,PC,0,91,2
player,0,40,1,PC,0,92,2
player,0,41,1,PC,0,92,0
player,0,41,0,PC,0,93,1
player,0,41,1,PC,0,94,2
player,0,42,2,PC,0,94,1
player,0,42,2,PC,0,95,0
player,0,43,2,PC,0,95,1
player,0,44,1,PC,0,95,0
player,0,44,1,PC,0,96,2
player,0,44,1,PC,0,97,2
player,0,44,2,PC,0,98,0
player,0,44,2,PC,0,99,0
player,0,44,2,PC,0,100,0
player,0,44,0,PC,0,101,1
player,0,44,0,PC,0,102,1
player,0,45,0,PC,0,102,2
player,0,45,0,PC,0,103,1
player,0,46,1,PC,0,103,0
player,0,46,0,PC,0,104,1
player,0,46,0,PC,0,105,1
player,0,47,0,PC,0,105,2
player,0,47,1,PC,0,106,2
player,0,48,0,PC,0,106,2
player,0,48,0,PC,0,107,1
player,0,48,1,PC,0,108,2
player,0,48,0,PC,0,109,1
player,0,48,1,PC,0,110,2
player,0,49,1,PC,0,110,0
player,0,50,1,PC,0,110,0
player,0,51,0,PC,0,110,2
player,0,52,1,PC,0,110,0
player,0,52,2,PC,0,111,0
player,0,52,1,PC,0,112,2
player,0,52,1,PC,0,113,2
player,0,52,2,PC,0,114,0
player,0,53,2,PC,0,114,1
player,0,53,2,PC,0,115,0
player,0,53,1,PC,0,116,2
player,0,53,2,PC,0,117,0
player,0,53,1,PC,0,118,2
player,0,54,1,PC,0,118,0
player,0,54,2,PC,0,119,0
player,0,55,1,PC,0,119,0
player,0,55,1,PC,0,120,2
player,0,55,0,PC,0,121,1
player,0,55,1,PC,0,122,2
player,0,56,1,PC,0,122,0
player,0,56,2,PC,0,123,0
player,0,57,0,PC,0,123,2
player,0,57,0,PC,0,124,1
player,0,57,2,PC,0,125,0
player,0,57,2,PC,0,126,0
player,0,57,2,PC,0,127,0
player,0,58,0,PC,0,127,2
player,0,59,1,PC,0,127,0
player,0,60,1,PC,0,127,0
player,0,61,0,PC,0,127,2
player,0,62,1,PC,0,127,0
